,Longitude,Latitude,Dataset,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date,Plot
3352,-93.5354756,44.0770958,harvest_1_Corn_2022_10_15_000,272,14.99,5.545,1.0,272.0,1152.2,2,20.71,27.74,3.708,1783.5,14537.0,13641.0,259.59,243.59,6.87,10/15/2022,-1
3353,-93.5354965,44.0770959,harvest_1_Corn_2022_10_15_000,273,14.99,5.479,1.0,270.0,1152.2,2,20.56,27.96,3.72,1797.6,14827.0,13940.0,264.77,248.93,6.789,10/15/2022,-1
3354,-93.5355174,44.077096,harvest_1_Corn_2022_10_15_000,274,14.99,5.512,1.0,271.0,1152.2,2,20.46,28.2,3.704,1813.0,14866.0,13993.0,265.46,249.87,6.83,10/15/2022,-1
3355,-93.5355384,44.0770961,harvest_1_Corn_2022_10_15_000,275,14.99,5.479,1.0,271.0,1152.2,2,20.41,28.59,3.73,1837.9,15160.0,14278.0,270.71,254.97,6.789,10/15/2022,-1
3356,-93.5355594,44.0770963,harvest_1_Corn_2022_10_15_000,276,14.99,5.512,1.0,271.0,1151.9,2,20.39,28.94,3.754,1860.7,15257.0,14373.0,272.44,256.67,6.83,10/15/2022,-1
3357,-93.5355804,44.0770964,harvest_1_Corn_2022_10_15_000,277,14.99,5.512,1.0,271.0,1151.9,2,20.36,29.07,3.736,1868.8,15323.0,14442.0,273.62,257.88,6.83,10/15/2022,-1
3358,-93.5356014,44.0770966,harvest_1_Corn_2022_10_15_000,278,14.99,5.512,1.0,271.0,1151.9,2,20.31,28.88,3.752,1856.7,15224.0,14356.0,271.85,256.36,6.83,10/15/2022,-1
3359,-93.5356223,44.0770968,harvest_1_Corn_2022_10_15_000,279,14.99,5.512,1.0,272.0,1151.6,2,20.29,28.68,3.762,1843.9,15119.0,14261.0,269.98,254.67,6.83,10/15/2022,-1
3360,-93.5356431,44.0770969,harvest_1_Corn_2022_10_15_000,280,14.99,5.446,1.0,271.0,1151.6,2,20.28,28.73,3.74,1846.6,15324.0,14456.0,273.63,258.14,6.749,10/15/2022,-1
3361,-93.5356639,44.077097,harvest_1_Corn_2022_10_15_000,281,14.99,5.479,1.0,271.0,1151.6,2,20.28,28.78,3.756,1850.0,15259.0,14396.0,272.49,257.08,6.789,10/15/2022,-1
3362,-93.5356846,44.0770973,harvest_1_Corn_2022_10_15_000,282,14.99,5.446,1.0,272.0,1151.5,2,20.28,28.65,3.74,1841.9,15285.0,14420.0,272.94,257.49,6.749,10/15/2022,-1
3363,-93.5357054,44.0770974,harvest_1_Corn_2022_10_15_000,283,14.99,5.446,1.0,272.0,1151.2,2,20.31,28.53,3.728,1833.9,15218.0,14352.0,271.74,256.29,6.749,10/15/2022,-1
3364,-93.5357261,44.0770977,harvest_1_Corn_2022_10_15_000,284,14.99,5.446,1.0,272.0,1151.2,2,20.33,28.64,3.744,1841.2,15279.0,14406.0,272.84,257.26,6.749,10/15/2022,-1
3365,-93.5357469,44.0770979,harvest_1_Corn_2022_10_15_000,285,14.99,5.479,1.0,271.0,1151.2,2,20.33,28.69,3.734,1844.6,15215.0,14345.0,271.7,256.17,6.789,10/15/2022,-1
3366,-93.5357676,44.0770979,harvest_1_Corn_2022_10_15_000,286,14.99,5.413,1.0,271.0,1151.0,2,20.32,28.44,3.734,1828.5,15265.0,14394.0,272.59,257.04,6.708,10/15/2022,-1
3367,-93.5357884,44.077098,harvest_1_Corn_2022_10_15_000,287,14.99,5.446,1.0,271.0,1150.9,2,20.31,28.01,3.756,1800.9,14944.0,14094.0,266.87,251.67,6.749,10/15/2022,-1
3368,-93.5358092,44.0770981,harvest_1_Corn_2022_10_15_000,288,14.99,5.446,1.0,271.0,1150.9,2,20.34,28.12,3.734,1807.7,15000.0,14141.0,267.86,252.52,6.749,10/15/2022,-1
3369,-93.5358299,44.0770983,harvest_1_Corn_2022_10_15_000,289,14.99,5.446,1.0,271.0,1150.8,2,20.38,28.62,3.724,1839.9,15268.0,14386.0,272.64,256.89,6.749,10/15/2022,-1
3370,-93.5358506,44.0770986,harvest_1_Corn_2022_10_15_000,290,14.99,5.413,1.0,271.0,1150.6,2,20.38,28.68,3.76,1843.9,15394.0,14506.0,274.89,259.03,6.708,10/15/2022,-1
3371,-93.5358714,44.0770989,harvest_1_Corn_2022_10_15_000,291,14.99,5.479,1.0,271.0,1150.6,2,20.29,27.98,3.742,1798.9,14838.0,13997.0,264.97,249.94,6.789,10/15/2022,-1
3372,-93.5358923,44.0770993,harvest_1_Corn_2022_10_15_000,292,14.99,5.479,1.0,272.0,1150.6,2,20.23,27.17,3.734,1746.5,14406.0,13600.0,257.25,242.86,6.789,10/15/2022,-1
3373,-93.5359131,44.0770995,harvest_1_Corn_2022_10_15_000,293,14.99,5.446,1.0,271.0,1150.5,2,20.12,26.71,3.73,1717.0,14248.0,13469.0,254.42,240.51,6.749,10/15/2022,-1
3374,-93.5359339,44.0770999,harvest_1_Corn_2022_10_15_000,294,14.99,5.446,1.0,272.0,1150.3,2,19.98,26.74,3.734,1719.0,14264.0,13509.0,254.72,241.23,6.749,10/15/2022,-1
3375,-93.5359548,44.0771002,harvest_1_Corn_2022_10_15_000,295,14.99,5.512,1.0,271.0,1150.3,2,19.88,27.33,3.74,1756.6,14403.0,13657.0,257.2,243.88,6.83,10/15/2022,-1
3376,-93.5359756,44.0771004,harvest_1_Corn_2022_10_15_000,296,14.99,5.446,1.0,272.0,1150.3,2,19.78,28.1,3.756,1806.3,14989.0,14230.0,267.66,254.1,6.749,10/15/2022,-1
3377,-93.5359966,44.0771007,harvest_1_Corn_2022_10_15_000,297,14.99,5.479,1.0,272.0,1150.2,2,19.69,28.66,3.75,1842.6,15199.0,14445.0,271.4,257.94,6.789,10/15/2022,-1
3378,-93.5360175,44.0771012,harvest_1_Corn_2022_10_15_000,298,14.99,5.512,1.0,272.0,1149.9,2,19.62,29.02,3.732,1865.4,15295.0,14550.0,273.13,259.81,6.83,10/15/2022,-1
3379,-93.5360382,44.0771014,harvest_1_Corn_2022_10_15_000,299,14.99,5.413,1.0,271.0,1149.9,2,19.52,29.39,3.762,1889.6,15775.0,15024.0,281.7,268.29,6.708,10/15/2022,-1
3380,-93.536059,44.0771019,harvest_1_Corn_2022_10_15_000,300,14.99,5.446,1.0,272.0,1149.9,2,19.46,29.67,3.73,1907.1,15825.0,15084.0,282.59,269.36,6.749,10/15/2022,-1
3381,-93.5360798,44.0771022,harvest_1_Corn_2022_10_15_000,301,14.99,5.446,1.0,272.0,1149.9,2,19.36,29.54,3.73,1899.0,15758.0,15039.0,281.4,268.56,6.749,10/15/2022,-1
3382,-93.5361006,44.0771023,harvest_1_Corn_2022_10_15_000,302,14.99,5.446,1.0,271.0,1149.9,2,19.25,29.01,3.744,1864.8,15474.0,14787.0,276.32,264.06,6.749,10/15/2022,-1
3383,-93.5361214,44.0771025,harvest_1_Corn_2022_10_15_000,303,14.99,5.446,1.0,271.0,1149.9,2,19.18,28.41,3.732,1826.5,15156.0,14496.0,270.65,258.85,6.749,10/15/2022,-1
3384,-93.5361422,44.0771026,harvest_1_Corn_2022_10_15_000,304,14.99,5.446,1.0,270.0,1149.6,2,19.17,28.22,3.746,1814.4,15056.0,14402.0,268.86,257.18,6.749,10/15/2022,-1
3385,-93.536163,44.0771028,harvest_1_Corn_2022_10_15_000,305,14.99,5.446,1.0,271.0,1149.6,2,19.17,28.35,3.774,1822.4,15123.0,14466.0,270.05,258.32,6.749,10/15/2022,-1
3386,-93.5361838,44.0771029,harvest_1_Corn_2022_10_15_000,306,14.99,5.446,1.0,271.0,1149.6,2,19.18,28.43,3.748,1827.8,15167.0,14507.0,270.85,259.05,6.749,10/15/2022,-1
3387,-93.5362047,44.077103,harvest_1_Corn_2022_10_15_000,307,14.99,5.446,1.0,271.0,1149.6,2,19.22,28.38,3.732,1824.5,15140.0,14473.0,270.35,258.44,6.749,10/15/2022,-1
3388,-93.5362255,44.0771031,harvest_1_Corn_2022_10_15_000,308,14.99,5.446,1.0,271.0,1149.6,2,19.24,28.06,3.742,1803.6,14967.0,14304.0,267.26,255.42,6.749,10/15/2022,-1
3389,-93.5362462,44.0771033,harvest_1_Corn_2022_10_15_000,309,14.99,5.413,1.0,270.0,1149.6,2,19.29,27.68,3.736,1779.4,14856.0,14189.0,265.28,253.38,6.708,10/15/2022,-1
3390,-93.5362671,44.0771033,harvest_1_Corn_2022_10_15_000,310,14.99,5.446,1.0,270.0,1149.3,2,19.34,27.73,3.73,1782.8,14794.0,14122.0,264.18,252.19,6.749,10/15/2022,-1
3391,-93.5362881,44.0771032,harvest_1_Corn_2022_10_15_000,311,14.99,5.479,1.0,270.0,1149.3,2,19.37,28.31,3.742,1819.7,15010.0,14323.0,268.04,255.76,6.789,10/15/2022,-1
3392,-93.5363091,44.0771033,harvest_1_Corn_2022_10_15_000,312,14.99,5.512,1.0,271.0,1149.3,2,19.42,28.71,3.744,1845.9,15136.0,14434.0,270.28,257.75,6.83,10/15/2022,-1
3393,-93.53633,44.0771035,harvest_1_Corn_2022_10_15_000,313,14.99,5.479,1.0,272.0,1149.1,2,19.44,28.71,3.754,1845.9,15226.0,14516.0,271.9,259.21,6.789,10/15/2022,-1
3394,-93.5363508,44.0771039,harvest_1_Corn_2022_10_15_000,314,14.99,5.446,1.0,272.0,1149.0,2,19.44,28.54,3.77,1834.5,15223.0,14514.0,271.84,259.17,6.749,10/15/2022,-1
3395,-93.5363718,44.0771041,harvest_1_Corn_2022_10_15_000,315,14.99,5.479,1.0,272.0,1149.0,2,19.39,28.42,3.8,1827.1,15071.0,14377.0,269.13,256.73,6.789,10/15/2022,-1
3396,-93.5363928,44.0771046,harvest_1_Corn_2022_10_15_000,316,14.99,5.479,1.0,272.0,1149.0,2,19.36,28.42,3.802,1827.1,15071.0,14382.0,269.13,256.83,6.789,10/15/2022,-1
3397,-93.5364136,44.0771048,harvest_1_Corn_2022_10_15_000,317,14.99,5.512,1.0,271.0,1148.8,2,19.32,28.69,3.798,1844.6,15125.0,14440.0,270.08,257.86,6.83,10/15/2022,-1
3398,-93.5364343,44.077105,harvest_1_Corn_2022_10_15_000,318,14.99,5.446,1.0,271.0,1148.6,2,19.3,29.2,3.798,1876.8,15574.0,14874.0,278.11,265.61,6.749,10/15/2022,-1
3399,-93.5364554,44.0771053,harvest_1_Corn_2022_10_15_000,319,14.99,5.479,1.0,272.0,1148.6,2,19.27,29.38,3.808,1888.9,15581.0,14886.0,278.23,265.82,6.789,10/15/2022,-1
3400,-93.5364765,44.0771053,harvest_1_Corn_2022_10_15_000,320,14.99,5.479,1.0,270.0,1148.4,2,19.22,29.04,3.794,1866.8,15398.0,14720.0,274.96,262.85,6.789,10/15/2022,-1
3401,-93.5364975,44.0771051,harvest_1_Corn_2022_10_15_000,321,14.99,5.545,1.0,270.0,1148.3,2,19.19,28.43,3.512,1827.8,14898.0,14247.0,266.04,254.42,6.87,10/15/2022,-1
3402,-93.5365184,44.0771051,harvest_1_Corn_2022_10_15_000,322,14.99,5.512,1.0,270.0,1148.3,2,19.13,27.88,3.05,1792.2,14695.0,14063.0,262.41,251.13,6.83,10/15/2022,-1
3403,-93.5365392,44.0771051,harvest_1_Corn_2022_10_15_000,323,14.99,5.512,1.0,270.0,1148.1,2,19.06,27.43,2.254,1763.3,14458.0,13849.0,258.18,247.3,6.83,10/15/2022,-1
3404,-93.5365599,44.0771051,harvest_1_Corn_2022_10_15_000,324,14.99,5.413,1.0,270.0,1148.0,2,19.02,26.8,1.45,1723.0,14385.0,13786.0,256.87,246.17,6.708,10/15/2022,-1
3405,-93.5365808,44.0771052,harvest_1_Corn_2022_10_15_000,325,14.99,5.446,1.0,270.0,1148.0,2,19.08,25.73,1.176,1653.8,13724.0,13142.0,245.07,234.68,6.749,10/15/2022,-1
3406,-93.5366016,44.0771054,harvest_1_Corn_2022_10_15_000,326,14.99,5.446,1.0,270.0,1148.0,2,19.16,23.34,0.4,1500.7,12453.0,11913.0,222.37,212.74,6.749,10/15/2022,-1
3407,-93.5366227,44.0771055,harvest_1_Corn_2022_10_15_000,327,14.99,5.479,1.0,271.0,1147.8,2,19.18,19.2,0.4,1234.0,10179.0,9735.0,181.76,173.84,6.789,10/15/2022,-1
3408,-93.5366436,44.0771059,harvest_1_Corn_2022_10_15_000,328,14.99,5.512,1.0,272.0,1147.6,2,19.12,14.18,0.4,911.55,7474.2,7154.3,133.47,127.76,6.83,10/15/2022,-1
3409,-93.5366771,44.0771466,harvest_1_Corn_2022_10_15_000,329,14.99,5.184,1.0,93.0,1150.0,3,18.27,14.5,3.716,932.38,8128.8,7862.1,145.16,140.39,6.423,10/15/2022,-1
3410,-93.5366573,44.0771461,harvest_1_Corn_2022_10_15_000,330,14.99,5.184,1.0,92.0,1150.2,3,18.13,17.5,3.696,1125.2,9809.6,9504.2,175.17,169.72,6.423,10/15/2022,-1
3411,-93.5366372,44.0771458,harvest_1_Corn_2022_10_15_000,331,14.99,5.282,1.0,92.0,1150.3,3,17.99,20.05,3.702,1289.1,11029.0,10705.0,196.95,191.15,6.545,10/15/2022,-1
3412,-93.5366163,44.0771457,harvest_1_Corn_2022_10_15_000,332,14.99,5.479,1.0,91.0,1150.3,3,17.89,21.84,3.698,1403.9,11580.0,11253.0,206.79,200.95,6.789,10/15/2022,-1
3413,-93.5365954,44.0771458,harvest_1_Corn_2022_10_15_000,333,14.99,5.512,1.0,90.0,1150.5,3,17.81,23.13,3.718,1487.2,12194.0,11861.0,217.76,211.8,6.83,10/15/2022,-1
3414,-93.5365745,44.0771459,harvest_1_Corn_2022_10_15_000,334,14.99,5.479,1.0,90.0,1150.6,3,17.76,24.19,3.712,1555.1,12827.0,12484.0,229.05,222.93,6.789,10/15/2022,-1
3415,-93.5365533,44.0771457,harvest_1_Corn_2022_10_15_000,335,14.99,5.545,1.0,91.0,1150.6,3,17.71,25.18,3.72,1618.9,13195.0,12850.0,235.63,229.46,6.87,10/15/2022,-1
3416,-93.5365322,44.0771454,harvest_1_Corn_2022_10_15_000,336,14.99,5.545,1.0,91.0,1150.9,3,17.7,25.91,3.694,1665.9,13579.0,13226.0,242.48,236.17,6.87,10/15/2022,-1
3417,-93.5365111,44.0771453,harvest_1_Corn_2022_10_15_000,337,14.99,5.545,1.0,91.0,1150.9,3,17.69,26.2,3.72,1684.1,13726.0,13371.0,245.12,238.77,6.87,10/15/2022,-1
3418,-93.5364899,44.0771451,harvest_1_Corn_2022_10_15_000,338,14.99,5.545,1.0,91.0,1150.9,3,17.65,26.31,3.722,1691.4,13787.0,13436.0,246.19,239.93,6.87,10/15/2022,-1
3419,-93.5364689,44.077145,harvest_1_Corn_2022_10_15_000,339,14.99,5.512,1.0,90.0,1151.1,3,17.6,26.62,3.72,1711.6,14034.0,13685.0,250.61,244.38,6.83,10/15/2022,-1
3420,-93.536448,44.0771452,harvest_1_Corn_2022_10_15_000,340,14.99,5.479,1.0,90.0,1151.2,3,17.56,27.17,3.734,1746.5,14406.0,14054.0,257.25,250.97,6.789,10/15/2022,-1
3421,-93.536427,44.0771452,harvest_1_Corn_2022_10_15_000,341,14.99,5.512,1.0,90.0,1151.2,3,17.55,27.93,3.728,1795.6,14723.0,14365.0,262.9,256.52,6.83,10/15/2022,-1
3422,-93.5364061,44.0771452,harvest_1_Corn_2022_10_15_000,342,14.99,5.479,1.0,90.0,1151.2,3,17.54,28.75,3.714,1848.0,15243.0,14875.0,272.19,265.62,6.789,10/15/2022,-1
3423,-93.5363851,44.0771451,harvest_1_Corn_2022_10_15_000,343,14.99,5.512,1.0,90.0,1151.5,3,17.55,28.98,3.714,1862.7,15273.0,14902.0,272.74,266.11,6.83,10/15/2022,-1
3424,-93.5363642,44.077145,harvest_1_Corn_2022_10_15_000,344,14.99,5.479,1.0,90.0,1151.6,3,17.62,28.63,3.728,1840.6,15182.0,14801.0,271.11,264.31,6.789,10/15/2022,-1
3425,-93.5363433,44.0771448,harvest_1_Corn_2022_10_15_000,345,14.99,5.479,1.0,91.0,1151.6,3,17.67,28.13,3.694,1808.3,14916.0,14533.0,266.36,259.52,6.789,10/15/2022,-1
3426,-93.5363225,44.0771446,harvest_1_Corn_2022_10_15_000,346,14.99,5.479,1.0,91.0,1151.7,3,17.72,27.75,3.696,1784.1,14716.0,14330.0,262.79,255.89,6.789,10/15/2022,-1
3427,-93.5363015,44.0771443,harvest_1_Corn_2022_10_15_000,347,14.99,5.512,1.0,92.0,1151.6,3,17.75,27.51,3.7,1768.7,14502.0,14115.0,258.97,252.06,6.83,10/15/2022,-1
3428,-93.5362806,44.0771441,harvest_1_Corn_2022_10_15_000,348,14.99,5.512,1.0,92.0,1151.9,3,17.8,27.68,3.706,1779.4,14590.0,14193.0,260.54,253.45,6.83,10/15/2022,-1
3429,-93.5362596,44.077144,harvest_1_Corn_2022_10_15_000,349,14.99,5.512,1.0,91.0,1151.9,3,18.0,28.37,3.714,1823.8,14954.0,14512.0,267.03,259.14,6.83,10/15/2022,-1
3430,-93.5362388,44.0771437,harvest_1_Corn_2022_10_15_000,350,14.99,5.446,1.0,92.0,1151.9,3,18.18,29.04,3.726,1866.8,15491.0,15000.0,276.62,267.85,6.749,10/15/2022,-1
3431,-93.5362177,44.0771437,harvest_1_Corn_2022_10_15_000,351,14.99,5.545,1.0,91.0,1151.9,3,18.32,29.34,3.704,1886.3,15375.0,14861.0,274.55,265.38,6.87,10/15/2022,-1
3432,-93.5361967,44.0771438,harvest_1_Corn_2022_10_15_000,352,14.99,5.512,1.0,90.0,1151.9,3,18.47,29.54,3.71,1899.0,15571.0,15023.0,278.05,268.26,6.83,10/15/2022,-1
3433,-93.5361758,44.0771436,harvest_1_Corn_2022_10_15_000,353,14.99,5.479,1.0,92.0,1151.9,3,18.57,29.59,3.718,1902.4,15692.0,15121.0,280.21,270.01,6.789,10/15/2022,-1
3434,-93.5361549,44.0771432,harvest_1_Corn_2022_10_15_000,354,14.99,5.479,1.0,92.0,1151.9,3,18.63,29.28,3.694,1882.2,15525.0,14950.0,277.24,266.97,6.789,10/15/2022,-1
3435,-93.5361341,44.0771428,harvest_1_Corn_2022_10_15_000,355,14.99,5.479,1.0,92.0,1151.9,3,18.66,28.68,3.71,1843.9,15210.0,14640.0,271.6,261.44,6.789,10/15/2022,-1
3436,-93.5361133,44.0771427,harvest_1_Corn_2022_10_15_000,356,14.99,5.446,1.0,92.0,1151.9,3,18.71,27.99,3.724,1799.6,14933.0,14366.0,266.67,256.54,6.749,10/15/2022,-1
3437,-93.5360925,44.0771427,harvest_1_Corn_2022_10_15_000,357,14.99,5.446,1.0,92.0,1151.9,3,18.89,27.39,3.696,1760.6,14610.0,14024.0,260.89,250.43,6.749,10/15/2022,-1
3438,-93.5360717,44.0771426,harvest_1_Corn_2022_10_15_000,358,14.99,5.446,1.0,91.0,1152.1,3,19.05,27.01,3.698,1736.5,14409.0,13804.0,257.31,246.51,6.749,10/15/2022,-1
3439,-93.5360509,44.0771425,harvest_1_Corn_2022_10_15_000,359,14.99,5.446,1.0,91.0,1152.2,3,19.17,26.88,3.706,1727.7,14337.0,13715.0,256.02,244.9,6.749,10/15/2022,-1
3440,-93.53603,44.0771422,harvest_1_Corn_2022_10_15_000,360,14.99,5.479,1.0,91.0,1152.2,3,19.28,26.91,3.702,1729.7,14268.0,13629.0,254.78,243.38,6.789,10/15/2022,-1
3441,-93.5360092,44.0771418,harvest_1_Corn_2022_10_15_000,361,14.99,5.479,1.0,92.0,1152.2,3,19.35,27.06,3.712,1739.8,14351.0,13697.0,256.26,244.59,6.789,10/15/2022,-1
3442,-93.5359885,44.0771415,harvest_1_Corn_2022_10_15_000,362,14.99,5.413,1.0,92.0,1152.3,3,19.41,26.99,3.7,1735.1,14485.0,13815.0,258.67,246.69,6.708,10/15/2022,-1
3443,-93.5359678,44.077141,harvest_1_Corn_2022_10_15_000,363,14.99,5.446,1.0,92.0,1152.5,3,19.47,26.58,3.686,1708.9,14181.0,13515.0,253.23,241.33,6.749,10/15/2022,-1
3444,-93.5359469,44.0771407,harvest_1_Corn_2022_10_15_000,364,14.99,5.479,1.0,92.0,1152.6,3,19.54,26.24,3.72,1686.7,13913.0,13248.0,248.45,236.57,6.789,10/15/2022,-1
3445,-93.5359261,44.0771404,harvest_1_Corn_2022_10_15_000,365,14.99,5.446,1.0,92.0,1152.6,3,19.67,26.25,3.708,1687.4,14002.0,13312.0,250.04,237.71,6.749,10/15/2022,-1
3446,-93.5359052,44.07714,harvest_1_Corn_2022_10_15_000,366,14.99,5.479,1.0,92.0,1152.6,3,19.77,26.46,3.702,1700.9,14029.0,13321.0,250.52,237.87,6.789,10/15/2022,-1
3447,-93.5358843,44.0771397,harvest_1_Corn_2022_10_15_000,367,14.99,5.479,1.0,92.0,1152.6,3,19.82,26.73,3.726,1718.3,14173.0,13449.0,253.1,240.16,6.789,10/15/2022,-1
3448,-93.5358636,44.0771395,harvest_1_Corn_2022_10_15_000,368,14.99,5.446,1.0,91.0,1152.6,3,19.82,27.13,3.702,1743.8,14471.0,13731.0,258.4,245.19,6.749,10/15/2022,-1
3449,-93.5358428,44.0771393,harvest_1_Corn_2022_10_15_000,369,14.99,5.446,1.0,90.0,1152.8,3,19.82,27.6,3.706,1774.1,14722.0,13969.0,262.88,249.44,6.749,10/15/2022,-1
3450,-93.5358219,44.0771391,harvest_1_Corn_2022_10_15_000,370,14.99,5.479,1.0,91.0,1152.9,3,19.82,28.01,3.726,1800.9,14855.0,14096.0,265.27,251.72,6.789,10/15/2022,-1
3451,-93.5358011,44.0771389,harvest_1_Corn_2022_10_15_000,371,14.99,5.446,1.0,91.0,1152.9,3,19.81,28.43,3.72,1827.8,15167.0,14394.0,270.85,257.03,6.749,10/15/2022,-1
3452,-93.5357804,44.0771387,harvest_1_Corn_2022_10_15_000,372,14.99,5.446,1.0,92.0,1153.0,3,19.81,28.85,3.732,1854.7,15390.0,14605.0,274.83,260.81,6.749,10/15/2022,-1
3453,-93.5357597,44.0771386,harvest_1_Corn_2022_10_15_000,373,14.99,5.446,1.0,92.0,1153.2,3,19.81,29.14,3.738,1873.5,15546.0,14754.0,277.62,263.46,6.749,10/15/2022,-1
3454,-93.5357389,44.0771383,harvest_1_Corn_2022_10_15_000,374,14.99,5.446,1.0,92.0,1153.2,3,19.81,29.25,3.72,1880.2,15602.0,14807.0,278.61,264.41,6.749,10/15/2022,-1
3455,-93.5357182,44.077138,harvest_1_Corn_2022_10_15_000,375,14.99,5.446,1.0,92.0,1153.2,3,19.77,29.37,3.724,1888.3,15669.0,14877.0,279.81,265.67,6.749,10/15/2022,-1
3456,-93.5356974,44.0771376,harvest_1_Corn_2022_10_15_000,376,14.99,5.446,1.0,92.0,1153.2,3,19.72,29.46,3.722,1893.6,15714.0,14929.0,280.6,266.59,6.749,10/15/2022,-1
3457,-93.5356766,44.0771374,harvest_1_Corn_2022_10_15_000,377,14.99,5.479,1.0,91.0,1153.3,3,19.66,29.35,3.732,1886.9,15564.0,14798.0,277.93,264.24,6.789,10/15/2022,-1
3458,-93.5356559,44.0771373,harvest_1_Corn_2022_10_15_000,378,14.99,5.413,1.0,91.0,1153.5,3,19.54,28.96,3.716,1861.4,15540.0,14798.0,277.5,264.24,6.708,10/15/2022,-1
3459,-93.5356351,44.0771372,harvest_1_Corn_2022_10_15_000,379,14.99,5.446,1.0,91.0,1153.5,3,19.43,28.61,3.724,1839.2,15262.0,14552.0,272.54,259.86,6.749,10/15/2022,-1
3460,-93.5356142,44.077137,harvest_1_Corn_2022_10_15_000,380,14.99,5.479,1.0,91.0,1153.5,3,19.37,28.45,3.76,1829.2,15088.0,14397.0,269.42,257.08,6.789,10/15/2022,-1
3461,-93.5355934,44.0771368,harvest_1_Corn_2022_10_15_000,381,14.99,5.446,1.0,91.0,1153.5,3,19.32,28.28,3.732,1817.7,15084.0,14402.0,269.35,257.18,6.749,10/15/2022,-1
3462,-93.5355726,44.0771364,harvest_1_Corn_2022_10_15_000,382,14.99,5.446,1.0,92.0,1153.7,3,19.28,28.07,3.748,1804.3,14972.0,14302.0,267.36,255.4,6.749,10/15/2022,-1
3463,-93.5355518,44.0771359,harvest_1_Corn_2022_10_15_000,383,14.99,5.479,1.0,93.0,1153.9,3,19.28,27.92,3.74,1794.9,14805.0,14142.0,264.38,252.54,6.789,10/15/2022,-1
3464,-93.5355309,44.0771358,harvest_1_Corn_2022_10_15_000,384,14.99,5.479,1.0,92.0,1153.9,3,19.3,27.64,3.744,1776.8,14656.0,13997.0,261.71,249.95,6.789,10/15/2022,-1
3465,-93.5355101,44.0771358,harvest_1_Corn_2022_10_15_000,385,14.99,5.479,1.0,90.0,1153.9,3,19.32,27.11,3.726,1742.5,14373.0,13723.0,256.66,245.06,6.789,10/15/2022,-1
3466,-93.5354892,44.0771356,harvest_1_Corn_2022_10_15_000,386,14.99,5.479,1.0,91.0,1153.9,3,19.38,26.87,3.732,1727.0,14245.0,13592.0,254.38,242.72,6.789,10/15/2022,-1
3467,-93.5354682,44.0771357,harvest_1_Corn_2022_10_15_000,387,14.99,5.479,1.0,90.0,1153.9,3,19.43,27.28,3.756,1753.9,14467.0,13794.0,258.34,246.33,6.789,10/15/2022,-1
3468,-93.5354473,44.0771359,harvest_1_Corn_2022_10_15_000,388,14.99,5.479,1.0,90.0,1153.9,3,19.51,27.87,3.746,1791.5,14777.0,14077.0,263.88,251.37,6.789,10/15/2022,-1
3469,-93.5354264,44.0771359,harvest_1_Corn_2022_10_15_000,389,14.99,5.479,1.0,91.0,1153.9,3,19.63,27.94,3.762,1796.2,14816.0,14092.0,264.57,251.64,6.789,10/15/2022,-1
3470,-93.5354055,44.0771357,harvest_1_Corn_2022_10_15_000,390,14.99,5.479,1.0,91.0,1153.9,3,19.72,27.65,3.766,1777.4,14661.0,13930.0,261.8,248.74,6.789,10/15/2022,-1
3471,-93.5353847,44.0771358,harvest_1_Corn_2022_10_15_000,391,14.99,5.446,1.0,91.0,1153.9,3,19.81,27.47,3.72,1766.0,14655.0,13908.0,261.69,248.35,6.749,10/15/2022,-1
3472,-93.5353637,44.0771357,harvest_1_Corn_2022_10_15_000,392,14.99,5.512,1.0,91.0,1153.9,3,19.87,27.49,3.734,1767.4,14491.0,13742.0,258.77,245.39,6.83,10/15/2022,-1
3473,-93.5353427,44.0771358,harvest_1_Corn_2022_10_15_000,393,14.99,5.512,1.0,90.0,1153.9,3,19.94,27.52,3.764,1769.4,14508.0,13746.0,259.07,245.46,6.83,10/15/2022,-1
3474,-93.5353218,44.0771357,harvest_1_Corn_2022_10_15_000,394,14.99,5.479,1.0,91.0,1153.9,3,20.07,27.55,3.716,1771.4,14611.0,13821.0,260.91,246.81,6.789,10/15/2022,-1
3475,-93.5353009,44.0771357,harvest_1_Corn_2022_10_15_000,395,14.99,5.479,1.0,91.0,1153.9,3,20.16,27.78,3.722,1786.2,14733.0,13920.0,263.09,248.57,6.789,10/15/2022,-1
3476,-93.5352798,44.0771357,harvest_1_Corn_2022_10_15_000,396,14.99,5.545,1.0,91.0,1153.9,3,20.23,28.24,3.75,1815.7,14800.0,13972.0,264.28,249.49,6.87,10/15/2022,-1
3477,-93.5352587,44.0771357,harvest_1_Corn_2022_10_15_000,397,14.99,5.545,1.0,91.0,1153.9,3,20.28,28.6,3.732,1838.6,14986.0,14138.0,267.6,252.47,6.87,10/15/2022,-1
